sex,age,edu,marital,ls,trust,nofriend,smoke,alcabuse,wkabint,englang,height,weight,income
MALE,50,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,NO,NONE,177,85,>1K
MALE,57,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,175,72,<=1K
MALE,86,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,7,NO,NO,NO,NONE,170,72,<=1K
MALE,50,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,YES,ACTIVE,176,96,>1K
FEMALE,60,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,158,70,>1K
FEMALE,57,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,159,57,>1K
FEMALE,45,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,164,62,>1K
MALE,54,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,NO,NO,NO,NONE,178,106,<=1K
FEMALE,72,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,163,60,>1K
FEMALE,51,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,158,70,>1K
MALE,61,PRIMARY/NO EDUCATION,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,164,72,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,3,YES,YES,NO,PASSIVE,165,62,<=1K
FEMALE,34,POST-SECONDARY OR HIGHER,DIVORCED,MOSTLY DISSATISFIED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,PASSIVE,168,58,<=1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,YES,PASSIVE,192,69,<=1K
MALE,49,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,YES,NO,NONE,180,86,<=1K
MALE,66,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,9,NO,NO,NO,NONE,152,66,>1K
MALE,41,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,183,102,>1K
MALE,49,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,178,98,>1K
FEMALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,176,65,<=1K
FEMALE,51,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,NONE,160,67,>1K
FEMALE,26,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,164,54,>1K
FEMALE,27,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,160,52,>1K
MALE,57,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,185,95,>1K
FEMALE,63,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,158,56,>1K
FEMALE,56,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,160,61,>1K
FEMALE,50,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,165,61,>1K
FEMALE,36,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,168,87,<=1K
FEMALE,34,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,YES,NO,NONE,165,51,<=1K
FEMALE,20,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,156,55,<=1K
FEMALE,69,SECONDARY,SINGLE,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,160,96,<=1K
MALE,47,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,172,76,<=1K
FEMALE,27,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,2,YES,NO,NO,PASSIVE,168,70,>1K
FEMALE,32,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,155,50,<=1K
MALE,52,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,176,85,<=1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,164,58,>1K
FEMALE,62,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,NO,NONE,165,85,<=1K
MALE,33,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,YES,NO,ACTIVE,176,76,>1K
MALE,72,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,175,80,>1K
FEMALE,25,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,153,46,<=1K
MALE,56,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,165,100,>1K
FEMALE,82,SECONDARY,WIDOWED,MIXED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,163,71,<=1K
FEMALE,75,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,156,55,>1K
FEMALE,49,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,YES,NONE,168,65,>1K
FEMALE,82,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,162,72,<=1K
FEMALE,56,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,11,NO,NO,NO,NONE,152,80,<=1K
FEMALE,71,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,55,<=1K
FEMALE,74,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,158,65,<=1K
FEMALE,27,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,164,46,>1K
FEMALE,50,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,30,YES,NO,NO,NONE,158,52,<=1K
MALE,72,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,176,80,>1K
MALE,58,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,170,84,<=1K
FEMALE,37,POST-SECONDARY OR HIGHER,DIVORCED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,4,NO,NO,NO,ACTIVE,174,70,>1K
FEMALE,57,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,164,90,<=1K
FEMALE,35,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,ACTIVE,172,69,>1K
MALE,41,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,177,94,>1K
MALE,16,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,182,60,<=1K
FEMALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,164,68,>1K
FEMALE,36,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,164,70,<=1K
FEMALE,72,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,170,83,>1K
FEMALE,38,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,174,65,>1K
MALE,76,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,YES,NO,NONE,170,100,<=1K
FEMALE,30,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,PASSIVE,171,80,<=1K
FEMALE,76,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,165,90,>1K
MALE,62,SECONDARY,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,YES,PASSIVE,168,64,>1K
FEMALE,59,SECONDARY,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,2,YES,NO,NO,NONE,152,58,>1K
MALE,58,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,176,95,>1K
MALE,42,VOCATIONAL/GRAMMAR,SINGLE,UNHAPPY,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,162,52,<=1K
MALE,23,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,YES,PASSIVE,180,73,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,IT`S DIFFICULT TO TELL,6,NO,NO,YES,NONE,170,65,<=1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,43,NO,NO,NO,NONE,175,78,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,IT`S DIFFICULT TO TELL,30,NO,NO,NO,ACTIVE,170,80,<=1K
MALE,44,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,180,92,>1K
FEMALE,39,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,169,80,>1K
FEMALE,49,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,YES,NONE,158,70,<=1K
MALE,52,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,188,80,<=1K
FEMALE,32,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,75,<=1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,185,74,<=1K
MALE,44,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,180,80,>1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,YES,NO,NO,NONE,175,78,<=1K
FEMALE,62,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,NONE,168,90,>1K
MALE,73,PRIMARY/NO EDUCATION,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,160,69,<=1K
MALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,NONE,172,74,>1K
FEMALE,26,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,156,56,<=1K
FEMALE,52,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,PASSIVE,164,80,>1K
FEMALE,70,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,160,72,>1K
FEMALE,22,SECONDARY,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,175,57,<=1K
MALE,45,VOCATIONAL/GRAMMAR,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,176,70,<=1K
MALE,57,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,30,NO,NO,NO,NONE,178,109,<=1K
FEMALE,66,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,150,75,>1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,178,70,>1K
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,155,50,<=1K
FEMALE,63,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,69,<=1K
FEMALE,24,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,155,57,<=1K
MALE,60,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,175,89,>1K
MALE,26,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,ACTIVE,184,64,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,150,56,<=1K
FEMALE,35,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,ACTIVE,170,90,>1K
FEMALE,76,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,156,68,<=1K
FEMALE,64,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,MOST PEOPLE CAN BE TRUSTED,7,NO,NO,NO,NONE,164,82,<=1K
FEMALE,31,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,ACTIVE,164,67,<=1K
FEMALE,74,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,168,77,>1K
MALE,43,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,168,70,>1K
MALE,21,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,PASSIVE,197,85,>1K
MALE,32,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,YES,NO,NO,ACTIVE,186,96,<=1K
FEMALE,55,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,PASSIVE,162,54,<=1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,175,70,<=1K
FEMALE,66,PRIMARY/NO EDUCATION,DIVORCED,UNHAPPY,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,154,75,<=1K
MALE,24,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,YES,NONE,180,90,>1K
MALE,36,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,170,75,<=1K
MALE,44,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,PASSIVE,172,85,>1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,170,58,<=1K
FEMALE,52,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,163,77,<=1K
MALE,25,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,ACTIVE,190,94,>1K
MALE,77,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,172,75,>1K
FEMALE,23,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,175,70,>1K
MALE,32,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,152,75,<=1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,2,NO,YES,NO,PASSIVE,185,90,<=1K
MALE,45,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,168,59,<=1K
FEMALE,28,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,157,67,<=1K
MALE,55,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,YES,NO,NONE,170,80,>1K
FEMALE,62,SECONDARY,MARRIED,MIXED,IT`S DIFFICULT TO TELL,2,NO,NO,YES,NONE,163,95,<=1K
FEMALE,64,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,160,63,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,166,75,>1K
FEMALE,61,SECONDARY,DIVORCED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,5,YES,NO,NO,NONE,164,90,>1K
MALE,54,VOCATIONAL/GRAMMAR,MARRIED,MIXED,IT`S DIFFICULT TO TELL,2,YES,NO,NO,NONE,168,65,>1K
MALE,26,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,174,60,<=1K
FEMALE,64,VOCATIONAL/GRAMMAR,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,164,80,<=1K
MALE,40,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,YES,YES,PASSIVE,186,115,>1K
MALE,35,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,178,86,>1K
FEMALE,65,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,166,71,<=1K
MALE,82,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,169,75,<=1K
MALE,61,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,180,95,<=1K
FEMALE,41,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,150,55,>1K
FEMALE,30,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,168,58,<=1K
FEMALE,87,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,170,72,>1K
MALE,52,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,170,80,>1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,NO,YES,NO,NONE,167,80,>1K
FEMALE,27,SECONDARY,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,4,NO,NO,NO,PASSIVE,173,56,>1K
FEMALE,49,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,70,<=1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,PASSIVE,178,75,<=1K
MALE,71,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,170,90,>1K
FEMALE,78,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,165,70,<=1K
FEMALE,60,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,1,NO,NO,NO,NONE,165,78,<=1K
MALE,66,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,165,60,>1K
FEMALE,33,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,176,72,<=1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,168,58,<=1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,163,52,<=1K
FEMALE,73,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,158,91,<=1K
MALE,53,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,174,70,>1K
FEMALE,51,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,158,72,>1K
FEMALE,33,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,ACTIVE,168,130,>1K
MALE,34,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,177,70,>1K
MALE,38,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,YES,YES,NONE,173,100,>1K
FEMALE,37,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,NONE,164,54,>1K
FEMALE,64,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,4,YES,NO,NO,NONE,154,65,>1K
MALE,47,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,183,102,>1K
MALE,61,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,172,100,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,PASSIVE,177,67,<=1K
MALE,85,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,175,76,>1K
FEMALE,41,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,165,58,>1K
MALE,73,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,NO,NONE,170,106,>1K
MALE,51,SECONDARY,DIVORCED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,PASSIVE,177,80,>1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,10,NO,YES,NO,NONE,180,95,>1K
MALE,63,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,172,88,>1K
FEMALE,60,PRIMARY/NO EDUCATION,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,160,70,<=1K
FEMALE,25,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,YES,ACTIVE,174,60,>1K
FEMALE,52,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,15,YES,NO,NO,NONE,172,90,<=1K
FEMALE,74,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,160,70,>1K
MALE,25,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,175,75,<=1K
FEMALE,58,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,165,76,<=1K
FEMALE,23,POST-SECONDARY OR HIGHER,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,170,55,<=1K
FEMALE,57,VOCATIONAL/GRAMMAR,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,160,75,>1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,162,59,<=1K
