"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"FEMALE",23,"POST-SECONDARY OR HIGHER","SINGLE",631,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","ACTIVE",168,83
"MALE",78,"VOCATIONAL/GRAMMAR","MARRIED",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",176,86
"MALE",56,"PRIMARY/NO EDUCATION","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",170,80
"FEMALE",21,"VOCATIONAL/GRAMMAR","SINGLE",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",165,58
"MALE",48,"VOCATIONAL/GRAMMAR","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","YES","NO","NONE",178,100
"FEMALE",41,"VOCATIONAL/GRAMMAR","MARRIED",3000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",166,77
"FEMALE",59,"POST-SECONDARY OR HIGHER","MARRIED",2600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",165,79
"MALE",75,"SECONDARY","MARRIED",2300,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",165,80
"FEMALE",21,"POST-SECONDARY OR HIGHER","SINGLE",570,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",170,80
"FEMALE",33,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","PASSIVE",168,73
"FEMALE",28,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",160,50
"FEMALE",42,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","YES","NO","ACTIVE",162,61
"FEMALE",30,"VOCATIONAL/GRAMMAR","MARRIED",1680,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",160,80
"FEMALE",58,"PRIMARY/NO EDUCATION","MARRIED",900,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",153,65
"MALE",31,"PRIMARY/NO EDUCATION","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","PASSIVE",167,48
"MALE",68,"VOCATIONAL/GRAMMAR","MARRIED",1846,"MIXED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",166,86
"FEMALE",29,"POST-SECONDARY OR HIGHER","MARRIED",1200,"DELIGHTED","IT`S DIFFICULT TO TELL",2,"NO","NO","NO","ACTIVE",163,80
"MALE",61,"POST-SECONDARY OR HIGHER","MARRIED",8000,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"YES","YES","NO","NONE",175,90
"MALE",51,"SECONDARY","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",160,70
"FEMALE",40,"POST-SECONDARY OR HIGHER","MARRIED",2200,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","ACTIVE",160,68
"MALE",51,"POST-SECONDARY OR HIGHER","MARRIED",1800,"MIXED","IT`S DIFFICULT TO TELL",5,"YES","YES","NO","PASSIVE",180,90
"MALE",52,"VOCATIONAL/GRAMMAR","SINGLE",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",174,70
"FEMALE",80,"PRIMARY/NO EDUCATION","WIDOWED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",158,54
"MALE",45,"SECONDARY","MARRIED",2400,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",164,75
"MALE",54,"SECONDARY","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",164,90
"MALE",58,"SECONDARY","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",171,73
"FEMALE",91,"SECONDARY","WIDOWED",2100,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",150,70
"FEMALE",75,"POST-SECONDARY OR HIGHER","MARRIED",3500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",170,57
"MALE",55,"SECONDARY","MARRIED",2700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",181,132
"FEMALE",41,"POST-SECONDARY OR HIGHER","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","PASSIVE",168,85
"FEMALE",60,"PRIMARY/NO EDUCATION","DIVORCED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",152,53
"FEMALE",69,"PRIMARY/NO EDUCATION","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",161,65
"MALE",21,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","YES","NONE",178,74
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",15,"YES","YES","NO","PASSIVE",182,73
"FEMALE",63,"VOCATIONAL/GRAMMAR","DIVORCED",900,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",165,65
"MALE",26,"VOCATIONAL/GRAMMAR","SINGLE",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",174,95
"FEMALE",78,"SECONDARY","WIDOWED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",172,92
"MALE",20,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",165,50
"FEMALE",56,"PRIMARY/NO EDUCATION","DIVORCED",600,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"YES","NO","NO","NONE",164,89
"MALE",45,"SECONDARY","SINGLE",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",170,64
"MALE",19,"POST-SECONDARY OR HIGHER","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",168,43
"FEMALE",42,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","YES","NONE",156,72
"MALE",29,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","PASSIVE",184,70
"MALE",49,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","YES","YES","NONE",180,98
"MALE",22,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",185,70
"MALE",78,"PRIMARY/NO EDUCATION","WIDOWED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",166,75
"FEMALE",57,"SECONDARY","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",156,76
"FEMALE",63,"PRIMARY/NO EDUCATION","MARRIED",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",159,90
"MALE",40,"VOCATIONAL/GRAMMAR","MARRIED",1100,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,79
"FEMALE",68,"VOCATIONAL/GRAMMAR","WIDOWED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",150,80
"MALE",61,"VOCATIONAL/GRAMMAR","MARRIED",1700,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",180,80
"FEMALE",74,"SECONDARY","MARRIED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",163,68
"MALE",40,"SECONDARY","DIVORCED",1400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",171,80
"FEMALE",40,"SECONDARY","SINGLE",500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",145,45
"FEMALE",78,"PRIMARY/NO EDUCATION","WIDOWED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","NONE",164,50
"FEMALE",24,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",159,50
"MALE",78,"VOCATIONAL/GRAMMAR","WIDOWED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",164,98
"FEMALE",55,"SECONDARY","WIDOWED",1330,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",172,88
"MALE",35,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",186,82
"MALE",27,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","YES","ACTIVE",170,85
"MALE",69,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",175,70
"MALE",33,"POST-SECONDARY OR HIGHER","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","PASSIVE",172,85
"FEMALE",28,"POST-SECONDARY OR HIGHER","SINGLE",800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",171,54
"FEMALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","ACTIVE",162,66
"FEMALE",61,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,85
"MALE",35,"POST-SECONDARY OR HIGHER","SINGLE",1200,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",178,72
"FEMALE",62,"VOCATIONAL/GRAMMAR","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",160,78
"FEMALE",20,"POST-SECONDARY OR HIGHER","SINGLE",1800,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","ACTIVE",164,50
"FEMALE",77,"SECONDARY","WIDOWED",1900,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",158,68
"FEMALE",54,"POST-SECONDARY OR HIGHER","DIVORCED",5000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",161,54
"FEMALE",48,"VOCATIONAL/GRAMMAR","MARRIED",1900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","PASSIVE",164,62
"FEMALE",58,"SECONDARY","WIDOWED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",160,64
"FEMALE",56,"POST-SECONDARY OR HIGHER","MARRIED",1600,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","ACTIVE",169,59
"FEMALE",62,"SECONDARY","MARRIED",2500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",158,65
"MALE",22,"SECONDARY","SINGLE",0,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",20,"NO","YES","NO","ACTIVE",185,85
"MALE",80,"PRIMARY/NO EDUCATION","MARRIED",0,"TERRIBLE","MOST PEOPLE CAN BE TRUSTED",6,"YES","NO","NO","NONE",184,98
"FEMALE",37,"PRIMARY/NO EDUCATION","SINGLE",5000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",158,58
"FEMALE",24,"SECONDARY","SINGLE",920,"MIXED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","PASSIVE",158,64
"FEMALE",21,"VOCATIONAL/GRAMMAR","SINGLE",750,"MIXED","IT`S DIFFICULT TO TELL",9,"YES","YES","NO","NONE",170,86
"FEMALE",50,"POST-SECONDARY OR HIGHER","MARRIED",7500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",50,"NO","NO","NO","ACTIVE",158,55
"FEMALE",21,"PRIMARY/NO EDUCATION","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",158,71
"FEMALE",29,"POST-SECONDARY OR HIGHER","MARRIED",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",168,75
"MALE",52,"SECONDARY","MARRIED",4000,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","YES","PASSIVE",176,78
"MALE",31,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","YES","NO","PASSIVE",178,115
"MALE",53,"SECONDARY","DIVORCED",3600,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",17,"NO","NO","NO","NONE",170,75
"FEMALE",65,"PRIMARY/NO EDUCATION","DIVORCED",610,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",163,80
"FEMALE",25,"POST-SECONDARY OR HIGHER","SINGLE",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","ACTIVE",164,50
"MALE",65,"PRIMARY/NO EDUCATION","WIDOWED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",175,80
"MALE",38,"SECONDARY","MARRIED",900,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",165,75
"FEMALE",63,"SECONDARY","MARRIED",4500,"PLEASED","IT`S DIFFICULT TO TELL",4,"NO","NO","NO","NONE",154,86
"FEMALE",28,"VOCATIONAL/GRAMMAR","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",163,52
"FEMALE",49,"SECONDARY","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","PASSIVE",152,70
"FEMALE",49,"SECONDARY","SINGLE",900,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",14,"NO","NO","NO","NONE",150,45
"MALE",75,"VOCATIONAL/GRAMMAR","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",163,76
"FEMALE",21,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","NONE",166,59
"MALE",66,"PRIMARY/NO EDUCATION","MARRIED",1800,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",164,83
"FEMALE",48,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","PASSIVE",167,87
"MALE",57,"SECONDARY","SINGLE",800,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","NONE",176,63
"FEMALE",34,"SECONDARY","SINGLE",1230,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","PASSIVE",163,57
"FEMALE",69,"SECONDARY","WIDOWED",0,"TERRIBLE","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",165,76
"MALE",29,"POST-SECONDARY OR HIGHER","SINGLE",950,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","PASSIVE",178,73
"FEMALE",52,"SECONDARY","MARRIED",1230,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",30,"NO","NO","YES","PASSIVE",158,59
"FEMALE",47,"POST-SECONDARY OR HIGHER","MARRIED",900,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","ACTIVE",176,71
"FEMALE",58,"SECONDARY","MARRIED",2200,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",4,"NO","NO","NO","NONE",158,51
"FEMALE",64,"SECONDARY","MARRIED",1876,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,85
"MALE",68,"VOCATIONAL/GRAMMAR","MARRIED",1598,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",166,92
"MALE",63,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",164,59
"FEMALE",36,"SECONDARY","MARRIED",1900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","YES","ACTIVE",160,56
"MALE",47,"POST-SECONDARY OR HIGHER","MARRIED",7000,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",177,104
"FEMALE",61,"SECONDARY","MARRIED",850,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",170,97
"FEMALE",63,"PRIMARY/NO EDUCATION","MARRIED",2500,"MIXED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",167,72
"FEMALE",38,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",164,80
"MALE",34,"PRIMARY/NO EDUCATION","SINGLE",0,"MIXED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","NONE",168,88
"MALE",50,"PRIMARY/NO EDUCATION","SINGLE",750,"DELIGHTED","IT`S DIFFICULT TO TELL",6,"YES","NO","NO","NONE",177,66
"FEMALE",57,"POST-SECONDARY OR HIGHER","MARRIED",3000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",167,60
"FEMALE",26,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",157,45
"FEMALE",62,"SECONDARY","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",158,70
"MALE",60,"SECONDARY","MARRIED",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",164,59
"MALE",20,"VOCATIONAL/GRAMMAR","SINGLE",1900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"YES","NO","NO","PASSIVE",175,58
"MALE",60,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",171,78
"MALE",21,"POST-SECONDARY OR HIGHER","MARRIED",500,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"YES","YES","NO","PASSIVE",189,110
"FEMALE",31,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,72
"MALE",73,"PRIMARY/NO EDUCATION","WIDOWED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",30,"YES","NO","NO","NONE",180,105
"FEMALE",38,"POST-SECONDARY OR HIGHER","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",169,60
"FEMALE",33,"SECONDARY","SINGLE",128,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",170,57
"FEMALE",61,"SECONDARY","WIDOWED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"YES","NO","NO","PASSIVE",165,60
"MALE",47,"PRIMARY/NO EDUCATION","MARRIED",2010,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",176,80
"FEMALE",28,"POST-SECONDARY OR HIGHER","MARRIED",1100,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","PASSIVE",164,56
"FEMALE",73,"SECONDARY","WIDOWED",2800,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,75
"MALE",41,"POST-SECONDARY OR HIGHER","MARRIED",480,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","PASSIVE",192,80
"FEMALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",11,"NO","NO","NO","NONE",174,75
"FEMALE",58,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"YES","YES","NO","NONE",158,54
"MALE",19,"SECONDARY","SINGLE",548,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","YES","NO","ACTIVE",187,74
"MALE",53,"POST-SECONDARY OR HIGHER","MARRIED",10000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"YES","YES","NO","NONE",175,80
"MALE",55,"VOCATIONAL/GRAMMAR","MARRIED",1240,"PLEASED","MOST PEOPLE CAN BE TRUSTED",25,"NO","NO","NO","NONE",186,115
"FEMALE",79,"PRIMARY/NO EDUCATION","WIDOWED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",158,56
"MALE",25,"POST-SECONDARY OR HIGHER","SINGLE",2700,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","YES","PASSIVE",169,70
"FEMALE",20,"SECONDARY","SINGLE",1100,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","YES","ACTIVE",160,78
"FEMALE",16,"POST-SECONDARY OR HIGHER","SINGLE",850,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",0,"NO","NO","NO","ACTIVE",173,60
"MALE",20,"SECONDARY","SINGLE",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",178,80
"FEMALE",20,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",164,54
"FEMALE",49,"SECONDARY","MARRIED",890,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",168,88
"FEMALE",49,"POST-SECONDARY OR HIGHER","MARRIED",2400,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",156,54
"FEMALE",32,"POST-SECONDARY OR HIGHER","MARRIED",2600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",168,50
"FEMALE",39,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",170,75
"MALE",16,"SECONDARY","SINGLE",750,"PLEASED","ONE CAN`T BE TOO CAREFUL",40,"NO","NO","YES","ACTIVE",184,89
"FEMALE",42,"SECONDARY","MARRIED",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",158,65
"MALE",21,"SECONDARY","SINGLE",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","PASSIVE",189,97
"FEMALE",22,"VOCATIONAL/GRAMMAR","SINGLE",700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","PASSIVE",154,47
"MALE",31,"VOCATIONAL/GRAMMAR","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",188,115
"FEMALE",71,"POST-SECONDARY OR HIGHER","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,65
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","YES","ACTIVE",167,78
"FEMALE",78,"PRIMARY/NO EDUCATION","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",158,60
"MALE",57,"VOCATIONAL/GRAMMAR","MARRIED",950,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"YES","NO","NO","NONE",175,85
"FEMALE",28,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,62
"FEMALE",58,"POST-SECONDARY OR HIGHER","DIVORCED",2100,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",170,64
"FEMALE",60,"POST-SECONDARY OR HIGHER","MARRIED",380,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,65
"FEMALE",70,"PRIMARY/NO EDUCATION","WIDOWED",700,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",160,63
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",2000,"MIXED","MOST PEOPLE CAN BE TRUSTED",3,"YES","NO","NO","NONE",182,75
"FEMALE",30,"SECONDARY","MARRIED",1000,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",3,"NO","NO","NO","PASSIVE",160,90
"MALE",59,"PRIMARY/NO EDUCATION","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",190,110
"FEMALE",64,"POST-SECONDARY OR HIGHER","MARRIED",950,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",158,50
"MALE",82,"PRIMARY/NO EDUCATION","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",189,89
"FEMALE",20,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",159,68
"MALE",53,"POST-SECONDARY OR HIGHER","SINGLE",1500,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",191,100
"MALE",63,"PRIMARY/NO EDUCATION","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",170,74
"FEMALE",54,"VOCATIONAL/GRAMMAR","MARRIED",890,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",163,52
"FEMALE",76,"PRIMARY/NO EDUCATION","WIDOWED",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",164,70
"FEMALE",63,"SECONDARY","MARRIED",2850,"MIXED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","NONE",158,62
