"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",4000,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","PASSIVE",167,65
"FEMALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","ACTIVE",172,60
"FEMALE",84,"PRIMARY/NO EDUCATION","WIDOWED",1020,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,50
"FEMALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",171,68
"MALE",57,"VOCATIONAL/GRAMMAR","MARRIED",2000,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","YES","NONE",186,75
"FEMALE",32,"SECONDARY","DIVORCED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",154,55
"FEMALE",54,"VOCATIONAL/GRAMMAR","MARRIED",720,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",168,71
"FEMALE",56,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",160,77
"MALE",77,"PRIMARY/NO EDUCATION","WIDOWED",720,"MIXED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",170,82
"MALE",67,"PRIMARY/NO EDUCATION","MARRIED",840,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",175,78
"FEMALE",63,"VOCATIONAL/GRAMMAR","MARRIED",700,"MIXED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","PASSIVE",160,80
"FEMALE",59,"POST-SECONDARY OR HIGHER","SINGLE",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",162,70
"FEMALE",36,"POST-SECONDARY OR HIGHER","MARRIED",1000,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",164,50
"FEMALE",60,"VOCATIONAL/GRAMMAR","MARRIED",1900,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",158,65
"MALE",32,"POST-SECONDARY OR HIGHER","MARRIED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",190,105
"MALE",63,"POST-SECONDARY OR HIGHER","MARRIED",2800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",180,82
"FEMALE",38,"POST-SECONDARY OR HIGHER","MARRIED",1900,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",172,61
"MALE",31,"POST-SECONDARY OR HIGHER","MARRIED",1800,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",178,75
"MALE",68,"PRIMARY/NO EDUCATION","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",173,81
"MALE",25,"VOCATIONAL/GRAMMAR","SINGLE",0,"MIXED","IT`S DIFFICULT TO TELL",0,"YES","YES","YES","NONE",170,70
"FEMALE",53,"POST-SECONDARY OR HIGHER","MARRIED",2500,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","PASSIVE",170,80
"MALE",40,"PRIMARY/NO EDUCATION","SINGLE",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",174,90
"FEMALE",61,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","ACTIVE",158,51
"FEMALE",65,"VOCATIONAL/GRAMMAR","MARRIED",1890,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","NONE",158,70
"FEMALE",57,"SECONDARY","MARRIED",600,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",168,74
"FEMALE",54,"SECONDARY","MARRIED",900,"MIXED","IT`S DIFFICULT TO TELL",0,"YES","NO","NO","NONE",157,70
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",9,"NO","NO","NO","PASSIVE",170,70
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",1500,"PLEASED","IT`S DIFFICULT TO TELL",6,"YES","NO","NO","PASSIVE",160,57
"MALE",32,"VOCATIONAL/GRAMMAR","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",180,80
"MALE",46,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","IT`S DIFFICULT TO TELL",10,"YES","NO","NO","ACTIVE",176,85
"MALE",52,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","NONE",176,80
"MALE",88,"POST-SECONDARY OR HIGHER","MARRIED",2300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",170,80
"MALE",37,"VOCATIONAL/GRAMMAR","MARRIED",2500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",164,84
"FEMALE",55,"POST-SECONDARY OR HIGHER","DIVORCED",1200,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",3,"NO","NO","NO","NONE",172,76
"FEMALE",39,"VOCATIONAL/GRAMMAR","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",152,56
"MALE",40,"SECONDARY","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","PASSIVE",182,70
"MALE",74,"SECONDARY","WIDOWED",850,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",25,"NO","NO","NO","NONE",173,94
"FEMALE",63,"PRIMARY/NO EDUCATION","MARRIED",1204,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",158,60
"FEMALE",24,"POST-SECONDARY OR HIGHER","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",163,47
"FEMALE",52,"POST-SECONDARY OR HIGHER","DIVORCED",2400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",164,66
"FEMALE",31,"SECONDARY","MARRIED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","PASSIVE",165,58
"FEMALE",57,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",164,63
"FEMALE",28,"POST-SECONDARY OR HIGHER","SINGLE",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","YES","YES","ACTIVE",167,58
"FEMALE",40,"PRIMARY/NO EDUCATION","MARRIED",600,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",163,80
"FEMALE",57,"POST-SECONDARY OR HIGHER","MARRIED",2900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",170,62
"FEMALE",50,"VOCATIONAL/GRAMMAR","MARRIED",550,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",162,74
"FEMALE",44,"PRIMARY/NO EDUCATION","DIVORCED",1400,"MOSTLY DISSATISFIED","IT`S DIFFICULT TO TELL",5,"YES","NO","NO","NONE",164,57
"MALE",81,"SECONDARY","MARRIED",1300,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",172,82
"MALE",27,"SECONDARY","SINGLE",700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","PASSIVE",178,80
"MALE",41,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",175,80
"FEMALE",50,"SECONDARY","MARRIED",2000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","NONE",160,86
"FEMALE",39,"POST-SECONDARY OR HIGHER","MARRIED",3500,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","PASSIVE",165,75
"FEMALE",64,"SECONDARY","MARRIED",1500,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",163,86
"MALE",22,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",8,"NO","NO","NO","ACTIVE",184,101
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","PASSIVE",160,52
"FEMALE",22,"VOCATIONAL/GRAMMAR","MARRIED",150,"PLEASED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",165,64
"MALE",27,"SECONDARY","DIVORCED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","YES","ACTIVE",180,80
"MALE",56,"SECONDARY","MARRIED",1700,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",176,86
"MALE",61,"PRIMARY/NO EDUCATION","MARRIED",4000,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",30,"YES","NO","NO","NONE",170,72
"MALE",57,"SECONDARY","MARRIED",2000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",178,90
"FEMALE",42,"VOCATIONAL/GRAMMAR","MARRIED",800,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",158,61
"FEMALE",66,"PRIMARY/NO EDUCATION","MARRIED",800,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,65
"FEMALE",48,"PRIMARY/NO EDUCATION","SINGLE",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",158,70
"FEMALE",48,"VOCATIONAL/GRAMMAR","MARRIED",660,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","YES","NONE",163,68
"FEMALE",46,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","YES","NONE",164,52
"FEMALE",24,"SECONDARY","SINGLE",468,"MIXED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","PASSIVE",163,58
"FEMALE",84,"PRIMARY/NO EDUCATION","WIDOWED",800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",158,95
"MALE",49,"PRIMARY/NO EDUCATION","SINGLE",500,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","YES","NO","NONE",169,64
"FEMALE",60,"SECONDARY","MARRIED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",163,82
"FEMALE",21,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",164,50
"MALE",65,"SECONDARY","MARRIED",1702,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",170,86
"FEMALE",49,"SECONDARY","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",160,70
"MALE",26,"POST-SECONDARY OR HIGHER","SINGLE",3500,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"YES","NO","NO","ACTIVE",177,90
"MALE",45,"VOCATIONAL/GRAMMAR","MARRIED",5000,"MIXED","IT`S DIFFICULT TO TELL",1,"YES","YES","NO","NONE",177,90
"MALE",63,"PRIMARY/NO EDUCATION","MARRIED",797,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",170,71
"MALE",35,"VOCATIONAL/GRAMMAR","MARRIED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",160,85
"MALE",35,"SECONDARY","MARRIED",1650,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,67
"FEMALE",31,"POST-SECONDARY OR HIGHER","SINGLE",3200,"PLEASED","IT`S DIFFICULT TO TELL",10,"YES","NO","NO","ACTIVE",172,85
"FEMALE",22,"SECONDARY","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","ACTIVE",169,60
"FEMALE",79,"POST-SECONDARY OR HIGHER","MARRIED",200,"MIXED","MOST PEOPLE CAN BE TRUSTED",15,"NO","NO","NO","NONE",170,80
"FEMALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","ACTIVE",176,80
"FEMALE",90,"PRIMARY/NO EDUCATION","WIDOWED",1400,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",158,64
"MALE",36,"SECONDARY","MARRIED",1860,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",178,80
"MALE",31,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",176,78
"FEMALE",53,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,60
"FEMALE",51,"VOCATIONAL/GRAMMAR","SINGLE",620,"MIXED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",160,75
"FEMALE",53,"POST-SECONDARY OR HIGHER","MARRIED",2800,"PLEASED","IT`S DIFFICULT TO TELL",5,"YES","NO","NO","PASSIVE",164,70
"MALE",47,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",12,"NO","NO","NO","NONE",176,67
"FEMALE",68,"SECONDARY","WIDOWED",2500,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",164,62
"FEMALE",28,"POST-SECONDARY OR HIGHER","DIVORCED",3000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",161,55
"MALE",27,"SECONDARY","SINGLE",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",187,72
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",178,70
"FEMALE",23,"POST-SECONDARY OR HIGHER","SINGLE",0,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",7,"NO","NO","YES","PASSIVE",154,57
"FEMALE",37,"POST-SECONDARY OR HIGHER","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",168,79
"MALE",97,"PRIMARY/NO EDUCATION","MARRIED",600,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",168,70
"MALE",70,"SECONDARY","MARRIED",2000,"MIXED","IT`S DIFFICULT TO TELL",20,"NO","NO","NO","NONE",170,75
"MALE",49,"VOCATIONAL/GRAMMAR","MARRIED",1600,"MIXED","MOST PEOPLE CAN BE TRUSTED",2,"YES","YES","NO","NONE",168,68
"MALE",55,"SECONDARY","MARRIED",1900,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",170,85
"FEMALE",62,"PRIMARY/NO EDUCATION","MARRIED",790,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",12,"NO","NO","NO","NONE",162,67
"MALE",27,"PRIMARY/NO EDUCATION","SINGLE",800,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",164,56
"FEMALE",56,"POST-SECONDARY OR HIGHER","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",156,55
"FEMALE",52,"SECONDARY","MARRIED",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","ACTIVE",165,55
"MALE",26,"SECONDARY","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","YES","NO","PASSIVE",172,78
"MALE",72,"SECONDARY","MARRIED",1500,"MIXED","IT`S DIFFICULT TO TELL",4,"NO","NO","NO","NONE",167,70
"MALE",58,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",174,80
"FEMALE",82,"PRIMARY/NO EDUCATION","WIDOWED",825,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",154,65
"MALE",66,"PRIMARY/NO EDUCATION","MARRIED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",165,80
"MALE",82,"SECONDARY","MARRIED",1780,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",170,65
"FEMALE",67,"PRIMARY/NO EDUCATION","MARRIED",1600,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",158,62
"FEMALE",37,"VOCATIONAL/GRAMMAR","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",174,90
"FEMALE",65,"PRIMARY/NO EDUCATION","MARRIED",700,"MIXED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",168,67
"FEMALE",53,"POST-SECONDARY OR HIGHER","WIDOWED",2000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",156,60
"MALE",37,"SECONDARY","SINGLE",1000,"PLEASED","IT`S DIFFICULT TO TELL",3,"NO","NO","NO","PASSIVE",172,75
"FEMALE",89,"PRIMARY/NO EDUCATION","SINGLE",1060,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",158,70
"FEMALE",49,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","MOST PEOPLE CAN BE TRUSTED",6,"NO","NO","NO","NONE",165,85
"FEMALE",51,"SECONDARY","DIVORCED",1200,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",163,70
"FEMALE",64,"SECONDARY","WIDOWED",700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","NONE",167,66
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",195,100
"FEMALE",41,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",165,110
"FEMALE",59,"PRIMARY/NO EDUCATION","WIDOWED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",170,80
"FEMALE",60,"SECONDARY","MARRIED",1475,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",164,90
"MALE",50,"VOCATIONAL/GRAMMAR","MARRIED",2500,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",117,76
"MALE",44,"SECONDARY","MARRIED",1200,"PLEASED","IT`S DIFFICULT TO TELL",5,"YES","NO","NO","NONE",170,70
"MALE",62,"VOCATIONAL/GRAMMAR","DIVORCED",728,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","NO","NONE",175,100
"MALE",28,"POST-SECONDARY OR HIGHER","SINGLE",4500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","ACTIVE",181,80
"MALE",34,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","PASSIVE",167,68
"MALE",32,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",171,75
"MALE",26,"SECONDARY","SINGLE",1500,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",8,"NO","YES","NO","NONE",179,65
"FEMALE",27,"VOCATIONAL/GRAMMAR","MARRIED",500,"PLEASED","IT`S DIFFICULT TO TELL",30,"YES","NO","NO","NONE",160,50
"FEMALE",25,"POST-SECONDARY OR HIGHER","SINGLE",1800,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",15,"YES","NO","NO","ACTIVE",170,75
"FEMALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","ACTIVE",165,57
"FEMALE",35,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","PASSIVE",169,68
"FEMALE",86,"PRIMARY/NO EDUCATION","WIDOWED",2700,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",153,55
"FEMALE",46,"VOCATIONAL/GRAMMAR","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",165,64
"FEMALE",37,"SECONDARY","DIVORCED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",172,58
"FEMALE",23,"SECONDARY","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",30,"NO","NO","NO","ACTIVE",165,60
"FEMALE",21,"SECONDARY","SINGLE",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",174,56
"MALE",26,"POST-SECONDARY OR HIGHER","SINGLE",1800,"PLEASED","MOST PEOPLE CAN BE TRUSTED",30,"NO","NO","NO","ACTIVE",182,75
"MALE",53,"VOCATIONAL/GRAMMAR","MARRIED",3000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",176,76
"FEMALE",74,"SECONDARY","MARRIED",1404,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,72
"MALE",24,"SECONDARY","SINGLE",800,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",180,72
"FEMALE",37,"SECONDARY","MARRIED",950,"PLEASED","IT`S DIFFICULT TO TELL",6,"YES","YES","NO","NONE",168,65
"MALE",32,"POST-SECONDARY OR HIGHER","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",176,78
"FEMALE",72,"SECONDARY","DIVORCED",2560,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",158,75
"FEMALE",37,"VOCATIONAL/GRAMMAR","MARRIED",350,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","YES","NONE",165,72
"FEMALE",42,"POST-SECONDARY OR HIGHER","SINGLE",3000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",180,110
"FEMALE",31,"POST-SECONDARY OR HIGHER","MARRIED",700,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",160,58
"FEMALE",63,"PRIMARY/NO EDUCATION","WIDOWED",440,"TERRIBLE","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",158,85
"MALE",42,"SECONDARY","SINGLE",2200,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",185,89
"MALE",53,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",4,"YES","NO","NO","NONE",170,84
"FEMALE",53,"VOCATIONAL/GRAMMAR","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,67
"FEMALE",59,"PRIMARY/NO EDUCATION","MARRIED",1300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",150,60
"MALE",56,"VOCATIONAL/GRAMMAR","MARRIED",890,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",168,85
"FEMALE",44,"SECONDARY","MARRIED",3000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",158,72
"FEMALE",86,"PRIMARY/NO EDUCATION","MARRIED",950,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",156,52
"MALE",47,"SECONDARY","MARRIED",2500,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",4,"YES","NO","NO","NONE",168,74
"FEMALE",27,"POST-SECONDARY OR HIGHER","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","ACTIVE",162,52
"MALE",57,"PRIMARY/NO EDUCATION","MARRIED",920,"MIXED","IT`S DIFFICULT TO TELL",3,"YES","NO","NO","NONE",170,74
"FEMALE",90,"PRIMARY/NO EDUCATION","WIDOWED",800,"PLEASED","IT`S DIFFICULT TO TELL",6,"NO","NO","NO","NONE",158,50
"FEMALE",19,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","ACTIVE",175,60
"MALE",64,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",165,60
"MALE",57,"VOCATIONAL/GRAMMAR","SINGLE",800,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",30,"YES","NO","NO","NONE",182,80
"MALE",63,"VOCATIONAL/GRAMMAR","MARRIED",852,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",0,"YES","NO","NO","NONE",170,86
"FEMALE",25,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",15,"NO","YES","NO","ACTIVE",174,66
"MALE",29,"PRIMARY/NO EDUCATION","SINGLE",0,"MIXED","MOST PEOPLE CAN BE TRUSTED",6,"YES","NO","NO","NONE",174,80
"FEMALE",83,"SECONDARY","WIDOWED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",156,60
"FEMALE",67,"PRIMARY/NO EDUCATION","WIDOWED",1245,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",158,75
"FEMALE",31,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",167,68
"FEMALE",24,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",169,66
"MALE",17,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","ACTIVE",178,65
