"age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
18,"Self-emp-not-inc","Some-college","Never-married","Craft-repair","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
50,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Private","10th","Never-married","Sales","Not-in-family","White","Female",0,0,15,"United-States","<=50K"
21,"Local-gov","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private","Bachelors","Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Female",0,0,16,"United-States","<=50K"
34,"Private","Assoc-voc","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-not-inc","10th","Never-married","Craft-repair","Not-in-family","Black","Male",0,0,32,"United-States","<=50K"
50,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
33,"Private","Assoc-acdm","Divorced","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
18,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
45,"Private","Assoc-voc","Divorced","Adm-clerical","Unmarried","White","Female",0,0,55,"United-States",">50K"
20,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
46,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,37,"United-States",">50K"
64,"Local-gov","HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
35,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,70,"United-States","<=50K"
21,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Male",0,0,32,"United-States","<=50K"
29,"Private","Assoc-acdm","Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
38,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,30,"United-States",">50K"
45,"Private","HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc","Masters","Divorced","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"Asia",">50K"
41,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
37,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
45,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,1887,60,"United-States",">50K"
45,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",">50K"
20,"Federal-gov","HS-grad","Never-married","Adm-clerical","Other-relative","White","Male",0,0,20,"United-States","<=50K"
63,"Self-emp-inc","Some-college","Widowed","Sales","Not-in-family","White","Female",14084,0,60,"United-States",">50K"
35,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
19,"Private","Some-college","Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
34,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
36,"Self-emp-not-inc","5th-6th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"Mexico",">50K"
46,"Private","HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,5,"United-States","<=50K"
38,"Local-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States",">50K"
55,"Local-gov","12th","Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Private","Some-college","Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
48,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
35,"Private","HS-grad","Divorced","Other-service","Own-child","White","Female",0,0,50,"United-States","<=50K"
53,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",7688,0,40,"United-States",">50K"
47,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Male",4650,0,22,"United-States","<=50K"
32,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,46,"United-States","<=50K"
41,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
47,"Federal-gov","Bachelors","Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Sales","Own-child","Black","Female",0,0,25,"United-States","<=50K"
45,"Local-gov","Masters","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United-States","<=50K"
33,"Private","7th-8th","Never-married","Other-service","Unmarried","Black","Female",0,0,14,"South-America","<=50K"
68,"Without-pay","Some-college","Married-spouse-absent","Farming-fishing","Unmarried","White","Female",0,0,25,"United-States","<=50K"
44,"Private","Prof-school","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
49,"Private","10th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States","<=50K"
45,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Europe",">50K"
41,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,1848,65,"United-States",">50K"
29,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"Mexico","<=50K"
19,"Private","HS-grad","Never-married","Craft-repair","Other-relative","White","Male",0,0,25,"Mexico","<=50K"
56,"Private","10th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
52,"Private","5th-6th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
22,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States","<=50K"
20,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,60,"United-States","<=50K"
31,"Private","HS-grad","Never-married","Craft-repair","Own-child","Black","Male",0,0,50,"Europe","<=50K"
39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
55,"Private","Some-college","Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Private","Assoc-acdm","Separated","Sales","Unmarried","White","Male",0,0,40,"United-States","<=50K"
45,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,55,"United-States",">50K"
61,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
18,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,30,"United-States","<=50K"
51,"State-gov","Bachelors","Widowed","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,38,"United-States","<=50K"
48,"Private","HS-grad","Separated","Craft-repair","Unmarried","Black","Male",0,0,45,"United-States","<=50K"
62,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,53,"United-States","<=50K"
28,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
19,"Private","10th","Never-married","Handlers-cleaners","Other-relative","White","Male",0,1602,45,"United-States","<=50K"
20,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
41,"Private","Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
47,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
43,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,37,"United-States",">50K"
20,"Private","Some-college","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,20,"United-States","<=50K"
29,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,55,"United-States",">50K"
51,"Federal-gov","Bachelors","Widowed","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
40,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
26,"Private","5th-6th","Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
30,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
36,"Private","HS-grad","Widowed","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
68,"Local-gov","HS-grad","Widowed","Protective-serv","Not-in-family","White","Male",0,1668,20,"United-States","<=50K"
42,"Private","Some-college","Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",">50K"
41,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
43,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
20,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","<=50K"
43,"Private","Bachelors","Divorced","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
53,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",15024,0,60,"United-States",">50K"
45,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
39,"Private","HS-grad","Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States","<=50K"
31,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
23,"Private","Some-college","Never-married","Sales","Other-relative","Asian-Pac-Islander","Male",0,0,25,"Asia","<=50K"
38,"State-gov","Masters","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
37,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"South-America",">50K"
18,"Private","HS-grad","Never-married","Machine-op-inspct","Other-relative","White","Female",0,0,40,"United-States","<=50K"
41,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"Mexico","<=50K"
30,"Private","Bachelors","Married-civ-spouse","Sales","Wife","White","Female",3103,0,55,"United-States",">50K"
26,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States","<=50K"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private","Some-college","Never-married","Tech-support","Not-in-family","Black","Female",2174,0,50,"United-States","<=50K"
33,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"South-America",">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K"
31,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,80,"United-States","<=50K"
35,"Private","Masters","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Self-emp-not-inc","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States",">50K"
59,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"South-America","<=50K"
42,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private","Some-college","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Separated","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
43,"Private","Bachelors","Divorced","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
46,"Private","11th","Divorced","Prof-specialty","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,"United-States",">50K"
41,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
59,"Local-gov","Masters","Divorced","Prof-specialty","Unmarried","White","Female",8614,0,60,"United-States",">50K"
20,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,30,"United-States","<=50K"
46,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",4386,0,70,"United-States","<=50K"
45,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States","<=50K"
29,"Local-gov","HS-grad","Never-married","Handlers-cleaners","Unmarried","Asian-Pac-Islander","Male",0,1590,45,"United-States","<=50K"
23,"Private","11th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K"
46,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,1590,48,"United-States","<=50K"
58,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Private","Assoc-voc","Never-married","Exec-managerial","Other-relative","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
29,"Private","Some-college","Never-married","Sales","Other-relative","White","Male",0,0,50,"United-States","<=50K"
26,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
42,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia",">50K"
61,"Private","HS-grad","Separated","Transport-moving","Unmarried","Asian-Pac-Islander","Male",0,0,45,"United-States",">50K"
31,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",15024,0,45,"United-States",">50K"
43,"Private","HS-grad","Divorced","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
47,"Private","Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,50,"United-States",">50K"
51,"State-gov","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,56,"United-States",">50K"
23,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
38,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
48,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,16,"United-States",">50K"
33,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
18,"Private","7th-8th","Never-married","Other-service","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Asia","<=50K"
52,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,45,"United-States",">50K"
28,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private","Some-college","Never-married","Other-service","Other-relative","Asian-Pac-Islander","Male",0,0,30,"Asia","<=50K"
45,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
17,"Private","10th","Never-married","Sales","Own-child","White","Female",0,0,16,"United-States","<=50K"
56,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
38,"Self-emp-inc","Assoc-acdm","Divorced","Exec-managerial","Unmarried","White","Male",0,0,45,"United-States","<=50K"
81,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,10,"United-States","<=50K"
22,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,30,"United-States","<=50K"
43,"State-gov","Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
31,"Private","Assoc-acdm","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1740,40,"United-States","<=50K"
42,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
50,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
31,"Private","Some-college","Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private","Some-college","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private","Bachelors","Separated","Other-service","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
33,"Private","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"Mexico","<=50K"
36,"Private","Bachelors","Divorced","Prof-specialty","Unmarried","Black","Female",0,213,40,"United-States","<=50K"
50,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,"United-States","<=50K"
55,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
24,"Private","Some-college","Never-married","Other-service","Other-relative","Black","Female",0,0,30,"South-America","<=50K"
39,"Federal-gov","Some-college","Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",">50K"
34,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
29,"Private","7th-8th","Divorced","Craft-repair","Unmarried","White","Female",0,0,55,"United-States","<=50K"
60,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Other","Male",0,0,32,"United-States",">50K"
33,"Private","Masters","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,"United-States",">50K"
58,"Private","9th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"South-America","<=50K"
27,"Private","Some-college","Separated","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"State-gov","Some-college","Divorced","Protective-serv","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
63,"Private","HS-grad","Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc","Some-college","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
23,"Private","Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,15,"United-States","<=50K"
29,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
31,"Private","Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,60,"United-States",">50K"
49,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
45,"Self-emp-inc","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K"
42,"Private","9th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
48,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
49,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
40,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2580,0,40,"United-States","<=50K"
57,"Private","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,45,"United-States","<=50K"
50,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,55,"United-States",">50K"
35,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",3908,0,60,"United-States","<=50K"
19,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
18,"Private","10th","Never-married","Other-service","Own-child","White","Female",0,0,28,"United-States","<=50K"
20,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia",">50K"
40,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K"
54,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,45,"United-States",">50K"
28,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
38,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private","Some-college","Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private","11th","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
27,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States",">50K"
38,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
67,"Self-emp-not-inc","Assoc-acdm","Married-civ-spouse","Exec-managerial","Wife","White","Female",20051,0,4,"United-States",">50K"
75,"Private","Masters","Never-married","Protective-serv","Not-in-family","White","Male",0,0,16,"United-States","<=50K"
41,"Private","Masters","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,60,"United-States",">50K"
37,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
47,"Private","HS-grad","Never-married","Exec-managerial","Own-child","White","Female",0,0,50,"South-America","<=50K"
34,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"Mexico",">50K"
25,"Private","HS-grad","Married-civ-spouse","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
52,"Private","HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"State-gov","HS-grad","Never-married","Protective-serv","Own-child","White","Male",2174,0,40,"United-States","<=50K"
35,"Private","HS-grad","Never-married","Farming-fishing","Not-in-family","Other","Male",0,0,40,"OtherUS","<=50K"
44,"Local-gov","12th","Married-civ-spouse","Other-service","Other-relative","White","Female",0,0,35,"Mexico","<=50K"
27,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,80,"United-States",">50K"
42,"Private","Some-college","Never-married","Tech-support","Not-in-family","White","Male",0,0,33,"United-States","<=50K"
26,"Private","9th","Never-married","Other-service","Own-child","White","Female",0,0,38,"South-America","<=50K"
23,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"Canada","<=50K"
28,"Private","HS-grad","Never-married","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
38,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
28,"Private","Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,50,"United-States","<=50K"
29,"Private","HS-grad","Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
56,"Self-emp-not-inc","9th","Married-civ-spouse","Exec-managerial","Other-relative","White","Male",3411,0,50,"South-America","<=50K"
30,"Private","Some-college","Never-married","Exec-managerial","Own-child","Black","Female",0,0,40,"United-States","<=50K"
48,"Private","Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"South-America",">50K"
24,"Private","HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"United-States","<=50K"
47,"State-gov","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private","Some-college","Never-married","Prof-specialty","Other-relative","White","Female",0,0,40,"United-States","<=50K"
45,"Private","Assoc-acdm","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Local-gov","9th","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"South-America",">50K"
46,"Federal-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States",">50K"
32,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
20,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private","Some-college","Never-married","Other-service","Unmarried","White","Male",0,0,35,"Mexico","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,35,"United-States","<=50K"
59,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
31,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
48,"Private","Some-college","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private","7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","<=50K"
20,"Private","Some-college","Never-married","Sales","Own-child","White","Male",0,0,35,"United-States","<=50K"
29,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",0,0,50,"United-States","<=50K"
54,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
